GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHRA,AIANHHTA,AIANHHA,AITSA,ANRCA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,VTDA,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7S001,H7S002,H7S003,H7S004,H7S005,H7S006,H7S007,H7S008,H7S009,H7S010,H7S011,H7S012,H7S013,H7S014,H7S015,H7S016,H7S017,H7S018,H7S019,H7S020,H7S021,H7S022,H7S023,H7S024,H7S025,H7S026,H7S027,H7S028,H7S029,H7S030,H7S031,H7S032,H7S033,H7S034,H7S035,H7S036,H7S037,H7S038,H7S039,H7S040,H7S041,H7S042,H7S043,H7S044,H7S045,H7S046,H7S047,H7S048,H7S049,H7S050,H7S051,H7S052,H7S053,H7S054,H7S055,H7S056,H7S057,H7S058,H7S059,H7S060,H7S061,H7S062,H7S063,H7S064,H7S065,H7S066,H7S067,H7S068,H7S069,H7S070,H7S071
"G0101050","2010","3","6","Alabama","01","Perry County","105",,,,,,,,,,,,"999",,,,,,,,,,,,"Perry County",,8038,8013,2793,5174,15,22,2,7,25,20,9,2,0,0,1,4,4,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101070","2010","3","6","Alabama","01","Pickens County","107",,,,,,,,,,,,"999",,,,,,,,,,,,"Pickens County",,15145,15016,8914,5966,26,25,1,84,129,127,13,27,6,1,2,8,12,2,0,1,0,0,0,0,55,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101090","2010","3","6","Alabama","01","Pike County","109",,,,,,,,,,,,"999",,,,,,,,,,,,"Pike County",,26217,25919,15883,9042,148,601,17,228,298,279,40,116,44,3,10,41,8,3,8,1,0,0,2,2,1,18,14,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101110","2010","3","6","Alabama","01","Randolph County","111",,,,,,,,,,,,"999",,,,,,,,,,,,"Randolph County",,17440,17311,13688,3299,68,43,4,209,129,122,13,78,5,2,14,9,0,0,0,0,0,1,0,0,0,7,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101130","2010","3","6","Alabama","01","Russell County","113",,,,,,,,,,,,"194",,,,,,,,,,,,"Russell County",,39448,38926,22357,15678,162,206,77,446,522,500,78,165,74,16,48,50,20,6,13,5,2,6,9,3,5,21,13,0,0,2,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101150","2010","3","6","Alabama","01","St. Clair County","115",,,,,,,,,,,,"142",,,,,,,,,,,,"St. Clair County",,63767,63182,56664,5436,223,380,31,448,585,556,56,337,58,13,55,17,2,0,6,0,0,4,3,4,1,17,10,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
"G0101170","2010","3","6","Alabama","01","Shelby County","117",,,,,,,,,,,,"142",,,,,,,,,,,,"Shelby County",,145123,143706,122241,14916,430,2663,49,3407,1417,1319,159,457,252,19,248,58,17,7,21,3,2,6,14,47,9,96,61,6,0,3,6,1,1,13,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G0101190","2010","3","6","Alabama","01","Sumter County","119",,,,,,,,,,,,"999",,,,,,,,,,,,"Sumter County",,10695,10659,2875,7721,9,27,4,23,36,21,8,4,0,0,1,4,0,2,2,0,0,0,0,0,0,15,0,0,0,1,1,0,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101210","2010","3","6","Alabama","01","Talladega County","121",,,,,,,,,,,,"999",,,,,,,,,,,,"Talladega County",,63006,62446,42286,19115,217,264,6,558,560,522,72,255,43,8,48,45,16,8,19,0,0,2,2,4,0,33,13,1,1,0,1,0,0,13,0,2,1,0,0,0,0,0,1,0,0,0,5,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101230","2010","3","6","Alabama","01","Tallapoosa County","123",,,,,,,,,,,,"388",,,,,,,,,,,,"Tallapoosa County",,32397,32173,23438,7981,97,134,7,516,224,208,35,104,16,4,11,20,4,2,3,1,0,2,2,4,0,14,5,1,0,2,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"G0101250","2010","3","6","Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,"999",,,,,,,,,,,,"Tuscaloosa County",,152870,151670,105650,41536,427,1909,77,2071,1200,1126,195,322,224,18,156,89,27,13,25,7,4,14,6,23,3,68,35,7,0,3,9,0,3,2,3,0,2,1,0,1,1,0,0,1,0,0,6,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101270","2010","3","6","Alabama","01","Walker County","127",,,,,,,,,,,,"142",,,,,,,,,,,,"Walker County",,51916,51497,47837,2850,202,146,26,436,419,410,46,269,27,11,27,13,4,0,1,3,0,1,4,0,4,9,4,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101290","2010","3","6","Alabama","01","Washington County","129",,,,,,,,,,,,"999",,,,,,,,,,,,"Washington County",,13097,12982,8866,3130,936,14,8,28,115,107,5,59,6,2,7,13,4,0,3,0,0,7,1,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101310","2010","3","6","Alabama","01","Wilcox County","131",,,,,,,,,,,,"999",,,,,,,,,,,,"Wilcox County",,8520,8486,2530,5933,12,4,0,7,34,28,5,9,2,0,2,4,5,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101330","2010","3","6","Alabama","01","Winston County","133",,,,,,,,,,,,"999",,,,,,,,,,,,"Winston County",,19185,18974,18473,81,121,45,16,238,211,196,8,138,15,10,16,0,0,0,0,0,0,1,1,0,7,13,2,0,0,0,3,0,3,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G0200130","2010","4","9","Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,"999",,,,,,,,,,,,"Aleutians East Borough",,2770,2656,607,217,628,1106,19,79,114,109,0,46,12,1,23,0,1,0,2,7,2,1,2,12,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G0200160","2010","4","9","Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,"999",,,,,,,,,,,,"Aleutians West Census Area",,4746,4565,1744,330,654,1421,93,323,181,170,5,48,28,12,16,0,7,2,4,4,9,0,11,24,0,10,0,0,0,0,3,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0200200","2010","4","9","Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,"999",,,,,,,,,,,,"Anchorage Municipality",,216040,204776,151621,11654,16461,16710,3538,4792,11264,10455,890,5374,1666,245,607,427,143,37,146,235,54,119,325,142,45,745,272,34,7,17,150,17,42,137,13,4,8,1,19,5,3,1,9,1,0,5,59,20,1,6,4,4,0,15,2,1,4,0,2,0,0,0,5,5,0,0,0,0,0,0,0
"G0200500","2010","4","9","Alaska","02","Bethel Census Area","050",,,,,,,,,,,,"999",,,,,,,,,,,,"Bethel Census Area",,10795,10469,1620,54,8604,147,14,30,326,320,8,250,9,2,3,18,0,0,1,13,6,7,2,1,0,6,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0200600","2010","4","9","Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,"999",,,,,,,,,,,,"Bristol Bay Borough",,772,670,408,0,248,7,3,4,102,98,0,84,3,5,1,2,0,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0200680","2010","4","9","Alaska","02","Denali Borough","068",,,,,,,,,,,,"999",,,,,,,,,,,,"Denali Borough",,1415,1369,1282,9,52,15,1,10,46,46,0,36,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0200700","2010","4","9","Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,"999",,,,,,,,,,,,"Dillingham Census Area",,3252,3039,757,8,2233,23,6,12,213,203,1,167,1,1,2,3,0,0,0,22,3,2,1,0,0,10,0,0,0,0,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0200900","2010","4","9","Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,"999",,,,,,,,,,,,"Fairbanks North Star Borough",,72580,69345,57906,3109,4896,2118,265,1051,3235,3052,252,1805,463,65,175,84,37,12,20,22,9,28,48,21,11,157,72,12,3,4,17,3,13,25,2,1,2,1,0,0,0,0,2,0,0,0,25,18,0,2,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"G0201000","2010","4","9","Alaska","02","Haines Borough","100",,,,,,,,,,,,"999",,,,,,,,,,,,"Haines Borough",,2009,1912,1700,8,183,13,0,8,97,90,1,75,7,0,3,0,0,0,0,3,0,1,0,0,0,7,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201050","2010","4","9","Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,"999",,,,,,,,,,,,"Hoonah-Angoon Census Area",,1726,1600,876,4,707,7,1,5,126,121,3,99,0,0,0,4,0,0,0,13,1,1,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201100","2010","4","9","Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,"999",,,,,,,,,,,,"Juneau City and Borough",,23939,22375,17616,221,2691,1420,136,291,1564,1404,30,893,148,21,33,38,7,3,3,181,13,10,16,7,1,151,21,3,1,0,82,5,3,16,2,0,0,0,4,3,0,0,9,1,1,0,7,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G0201220","2010","4","9","Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,"999",,,,,,,,,,,,"Kenai Peninsula Borough",,42289,40600,36578,217,2966,507,94,238,1689,1621,49,1213,134,36,67,23,1,2,4,40,7,12,20,9,4,59,23,0,1,0,15,2,3,11,3,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0
"G0201300","2010","4","9","Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,"999",,,,,,,,,,,,"Ketchikan Gateway Borough",,10250,9629,7389,66,1362,716,21,75,621,593,10,455,51,6,16,15,1,0,1,21,4,7,6,0,0,24,5,1,0,0,13,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201500","2010","4","9","Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,"999",,,,,,,,,,,,"Kodiak Island Borough",,9698,9184,5664,72,1226,1893,63,266,514,489,11,322,75,17,25,2,4,1,1,13,2,2,6,8,0,19,7,1,0,0,1,0,4,3,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G0201640","2010","4","9","Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,"999",,,,,,,,,,,,"Lake and Peninsula Borough",,1139,1059,306,2,740,6,2,3,80,79,1,71,1,1,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201700","2010","4","9","Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,"999",,,,,,,,,,,,"Matanuska-Susitna Borough",,63276,60495,55171,631,3270,806,153,464,2781,2616,114,1847,269,52,132,41,13,3,11,38,10,25,55,4,2,152,52,7,2,3,34,7,11,28,3,0,2,1,0,1,0,0,1,0,0,0,6,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0
"G0201800","2010","4","9","Alaska","02","Nome Census Area","180",,,,,,,,,,,,"999",,,,,,,,,,,,"Nome Census Area",,6233,5954,1333,21,4498,80,5,17,279,269,3,227,12,1,4,4,0,0,0,8,4,3,1,2,0,8,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201850","2010","4","9","Alaska","02","North Slope Borough","185",,,,,,,,,,,,"999",,,,,,,,,,,,"North Slope Borough",,7179,6940,3000,87,3355,357,80,61,239,232,9,148,17,2,7,19,1,0,1,12,1,4,7,4,0,7,0,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201880","2010","4","9","Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,"999",,,,,,,,,,,,"Northwest Arctic Borough",,4868,4641,746,30,3807,38,6,14,227,223,2,186,10,0,1,9,1,0,0,8,5,1,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201950","2010","4","9","Alaska","02","Petersburg Census Area","195",,,,,,,,,,,,"999",,,,,,,,,,,,"Petersburg Census Area",,2924,2766,2161,8,474,86,7,30,158,142,1,108,9,0,0,3,0,0,0,16,2,2,1,0,0,15,1,0,0,0,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201980","2010","4","9","Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,"999",,,,,,,,,,,,"Prince of Wales-Hyder Census Area",,4135,3890,2253,14,1574,18,14,17,245,227,2,185,15,1,0,4,0,0,0,12,4,3,0,1,0,18,1,0,0,0,7,1,0,2,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202200","2010","4","9","Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,"999",,,,,,,,,,,,"Sitka City and Borough",,6791,6349,4691,34,1107,414,21,82,442,411,10,305,30,7,14,5,1,0,0,20,5,7,7,0,0,30,7,0,0,0,17,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202300","2010","4","9","Alaska","02","Skagway Municipality","230",,,,,,,,,,,,"999",,,,,,,,,,,,"Skagway Municipality",,816,788,750,0,28,5,1,4,28,27,0,16,7,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202400","2010","4","9","Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,"999",,,,,,,,,,,,"Southeast Fairbanks Census Area",,5180,4999,4250,54,568,60,12,55,181,178,5,141,11,1,17,1,0,0,0,0,0,0,2,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202610","2010","4","9","Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,"999",,,,,,,,,,,,"Valdez-Cordova Census Area",,7288,6940,5633,40,921,268,37,41,348,332,5,260,22,5,20,1,2,0,2,6,2,1,2,3,1,14,4,0,0,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202700","2010","4","9","Alaska","02","Wade Hampton Census Area","270",,,,,,,,,,,,"999",,,,,,,,,,,,"Wade Hampton Census Area",,4358,4289,172,1,4100,13,0,3,69,63,0,52,1,0,0,3,0,0,0,1,5,1,0,0,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202750","2010","4","9","Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,"999",,,,,,,,,,,,"Wrangell City and Borough",,1849,1719,1414,1,280,20,0,4,130,124,3,105,3,1,3,0,0,0,0,6,1,0,2,0,0,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202820","2010","4","9","Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,"999",,,,,,,,,,,,"Yakutat City and Borough",,500,440,227,2,178,27,5,1,60,56,0,42,1,4,0,2,0,0,0,7,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202900","2010","4","9","Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,"999",,,,,,,,,,,,"Yukon-Koyukuk Census Area",,4036,3870,1020,10,2819,11,2,8,166,163,3,149,3,1,1,1,0,0,0,4,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0400010","2010","4","8","Arizona","04","Apache County","001",,,,,,,,,,,,"999",,,,,,,,,,,,"Apache County",,48858,48237,12874,157,34408,157,19,622,621,601,25,340,17,8,64,65,0,1,2,13,8,49,4,5,0,16,6,2,0,0,2,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0400030","2010","4","8","Arizona","04","Cochise County","003",,,,,,,,,,,,"999",,,,,,,,,,,,"Cochise County",,101096,98203,81736,4105,1205,2148,310,8699,2893,2715,275,724,483,61,766,59,61,8,58,22,3,70,63,48,14,158,57,8,1,9,21,3,12,28,10,0,2,0,1,2,0,0,0,1,0,3,16,7,3,1,1,1,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
"G0400050","2010","4","8","Arizona","04","Coconino County","005",,,,,,,,,,,,"999",,,,,,,,,,,,"Coconino County",,102633,100416,68076,1335,24537,1610,139,4719,2217,2069,178,808,381,54,356,72,15,1,28,18,8,79,35,29,7,135,23,12,0,4,10,1,21,48,4,1,1,0,3,1,1,0,0,3,2,0,9,2,0,1,0,0,0,3,1,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0
"G0400070","2010","4","8","Arizona","04","Gila County","007",,,,,,,,,,,,"999",,,,,,,,,,,,"Gila County",,42126,41515,33983,169,5077,227,35,2024,611,593,23,277,48,6,178,14,1,0,5,5,7,14,6,9,0,17,2,0,0,2,1,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0400090","2010","4","8","Arizona","04","Graham County","009",,,,,,,,,,,,"999",,,,,,,,,,,,"Graham County",,26645,26089,19801,616,3367,167,50,2088,556,536,40,152,30,10,238,8,2,3,9,5,5,17,9,4,4,18,6,0,0,1,3,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G0400110","2010","4","8","Arizona","04","Greenlee County","011",,,,,,,,,,,,"999",,,,,,,,,,,,"Greenlee County",,5974,5834,4751,55,127,33,2,866,140,133,3,45,5,0,69,0,0,0,1,0,0,4,0,5,1,7,1,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0400120","2010","4","8","Arizona","04","La Paz County","012",,,,,,,,,,,,"999",,,,,,,,,,,,"La Paz County",,16811,16389,12840,97,1703,91,6,1652,422,403,16,190,16,5,86,19,0,0,2,6,0,59,1,2,1,19,7,0,0,0,6,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0400130","2010","4","8","Arizona","04","Maricopa County","013",,,,,,,,,,,,"999",,,,,,,,,,,,"Maricopa County",,2809256,2743407,2147723,132670,52457,100199,5442,304916,65849,61529,8009,10295,11546,1367,19817,1921,1072,190,1675,451,141,1631,1025,1910,479,3937,1442,220,53,227,297,43,323,658,265,70,66,12,56,51,35,15,26,33,16,29,287,102,16,60,16,11,4,38,7,3,16,6,5,0,2,1,89,70,9,5,3,1,1,7,7
"G0400150","2010","4","8","Arizona","04","Mohave County","015",,,,,,,,,,,,"999",,,,,,,,,,,,"Mohave County",,158921,155822,141553,1439,3118,1759,261,7692,3099,2923,204,1208,390,86,742,34,16,7,14,26,9,81,53,39,14,158,53,2,1,3,18,6,21,33,8,1,2,2,3,2,0,0,1,0,0,2,12,0,2,4,0,0,0,5,0,0,0,0,1,0,0,0,6,4,2,0,0,0,0,0,0
"G0400170","2010","4","8","Arizona","04","Navajo County","017",,,,,,,,,,,,"999",,,,,,,,,,,,"Navajo County",,75476,74346,40420,740,30314,436,49,2387,1130,1083,66,505,77,15,237,59,1,0,6,22,13,53,12,13,4,42,14,0,0,1,3,3,8,10,2,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G0400190","2010","4","8","Arizona","04","Pima County","019",,,,,,,,,,,,"999",,,,,,,,,,,,"Pima County",,754947,734993,586571,25255,22127,20815,1158,79067,19954,18801,2102,3982,3450,322,5951,554,293,45,411,153,45,703,250,432,108,1044,391,72,4,40,87,10,121,138,65,21,24,2,18,7,7,2,8,11,8,8,95,34,5,19,11,4,0,12,2,1,4,3,0,0,0,0,13,11,0,0,1,0,1,1,1
"G0400210","2010","4","8","Arizona","04","Pinal County","021",,,,,,,,,,,,"999",,,,,,,,,,,,"Pinal County",,276070,269560,207286,12126,14629,5037,1344,29138,6510,6114,590,1390,683,96,2078,337,85,16,139,48,16,338,119,125,54,372,139,13,5,17,13,8,50,60,29,4,2,2,6,1,4,0,7,6,2,4,22,11,0,8,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
"G0400230","2010","4","8","Arizona","04","Santa Cruz County","023",,,,,,,,,,,,"999",,,,,,,,,,,,"Santa Cruz County",,32860,32201,24911,129,246,205,11,6699,659,640,16,62,27,7,483,2,1,0,4,0,1,10,2,16,9,15,9,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
"G0400250","2010","4","8","Arizona","04","Yavapai County","025",,,,,,,,,,,,"999",,,,,,,,,,,,"Yavapai County",,170764,167638,155920,938,2523,1488,173,6596,3126,2908,208,1320,381,95,661,43,7,1,14,22,12,71,40,26,7,187,85,4,0,7,17,4,16,37,4,1,0,0,3,0,4,0,2,0,1,2,26,7,0,4,8,0,0,2,0,0,5,0,0,0,0,0,4,2,2,0,0,0,0,1,1
"G0400270","2010","4","8","Arizona","04","Yuma County","027",,,,,,,,,,,,"999",,,,,,,,,,,,"Yuma County",,140566,136311,103118,2879,2136,1781,222,26175,4255,4078,200,618,401,54,2338,56,35,5,75,26,10,86,47,99,28,165,36,16,3,9,18,5,18,31,13,8,0,0,3,0,3,0,2,0,0,0,12,4,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500010","2010","3","7","Arkansas","05","Arkansas County","001",,,,,,,,,,,,"999",,,,,,,,,,,,"Arkansas County",,14594,14478,10845,3289,31,74,2,237,116,108,17,57,4,2,8,17,0,0,1,0,0,1,1,0,0,7,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500030","2010","3","7","Arkansas","05","Ashley County","003",,,,,,,,,,,,"999",,,,,,,,,,,,"Ashley County",,16523,16403,11796,4086,50,30,3,438,120,112,12,50,4,4,22,6,2,2,1,0,0,5,0,3,1,6,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500050","2010","3","7","Arkansas","05","Baxter County","005",,,,,,,,,,,,"999",,,,,,,,,,,,"Baxter County",,34007,33624,33101,52,187,135,15,134,383,363,8,273,39,8,26,6,1,0,0,0,0,1,0,1,0,17,13,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
